id,contact,month,day_of_week,duration,campaign
929,telephone,may,wed,376,2
930,telephone,may,wed,421,2
931,telephone,may,wed,511,2
932,telephone,may,wed,121,2
933,telephone,may,wed,157,2
934,telephone,may,wed,101,1
935,telephone,may,wed,328,2
936,telephone,may,wed,19,1
937,telephone,may,wed,866,2
938,telephone,may,wed,229,3
939,telephone,may,wed,154,2
940,telephone,may,wed,56,1
941,telephone,may,wed,199,1
942,telephone,may,wed,117,1
943,telephone,may,wed,1581,2
944,telephone,may,wed,185,1
945,telephone,may,wed,202,1
946,telephone,may,wed,279,1
947,telephone,may,wed,180,5
948,telephone,may,wed,530,2
949,telephone,may,wed,129,5
950,telephone,may,wed,60,1
951,telephone,may,wed,432,1
952,telephone,may,wed,516,1
953,telephone,may,wed,617,1
954,telephone,may,wed,179,2
955,telephone,may,wed,125,2
956,telephone,may,wed,262,2
957,telephone,may,wed,396,2
958,telephone,may,wed,294,2
959,telephone,may,wed,171,2
960,telephone,may,wed,614,2
961,telephone,may,wed,118,3
962,telephone,may,wed,485,4
963,telephone,may,wed,406,2
964,telephone,may,wed,287,1
965,telephone,may,wed,216,2
966,telephone,may,wed,37,2
967,telephone,may,wed,650,1
968,telephone,may,wed,590,3
969,telephone,may,wed,55,1
970,telephone,may,wed,166,1
971,telephone,may,wed,371,2
972,telephone,may,wed,48,1
973,telephone,may,wed,72,1
974,telephone,may,wed,55,1
975,telephone,may,wed,92,1
976,telephone,may,wed,196,2
977,telephone,may,wed,96,1
978,telephone,may,wed,144,1
979,telephone,may,wed,474,1
980,telephone,may,wed,559,1
981,telephone,may,wed,1101,1
982,telephone,may,wed,229,3
983,telephone,may,wed,236,2
984,telephone,may,wed,164,1
985,telephone,may,wed,93,1
986,telephone,may,wed,123,1
987,telephone,may,wed,912,2
988,telephone,may,wed,209,2
989,telephone,may,wed,485,1
990,telephone,may,wed,206,2
991,telephone,may,wed,239,2
992,telephone,may,wed,311,1
993,telephone,may,wed,362,1
994,telephone,may,wed,274,1
995,telephone,may,wed,163,1
996,telephone,may,wed,345,1
997,telephone,may,wed,329,1
998,telephone,may,wed,68,1
999,telephone,may,wed,143,3
1000,telephone,may,wed,214,2
1001,telephone,may,wed,1062,1
1002,telephone,may,wed,258,3
1003,telephone,may,wed,253,2
1004,telephone,may,wed,106,1
1005,telephone,may,wed,688,2
1006,telephone,may,wed,103,3
1007,telephone,may,wed,349,2
1008,telephone,may,wed,170,1
1009,telephone,may,wed,78,5
1010,telephone,may,wed,194,1
1011,telephone,may,wed,126,1
1012,telephone,may,wed,224,5
1013,telephone,may,wed,98,1
1014,telephone,may,wed,252,5
1015,telephone,may,wed,607,1
1016,telephone,may,wed,331,1
1017,telephone,may,wed,398,1
1018,telephone,may,wed,103,2
1019,telephone,may,wed,241,2
1020,telephone,may,wed,803,1
1021,telephone,may,wed,203,1
1022,telephone,may,wed,96,3
1023,telephone,may,wed,238,3
1024,telephone,may,wed,153,3
1025,telephone,may,wed,481,1
1026,telephone,may,wed,119,3
1027,telephone,may,wed,245,2
1028,telephone,may,wed,152,2
1029,telephone,may,wed,418,2
1030,telephone,may,wed,421,2
1031,telephone,may,wed,198,2
1032,telephone,may,wed,175,1
1033,telephone,may,wed,374,1
1034,telephone,may,wed,51,1
1035,telephone,may,wed,263,1
1036,telephone,may,wed,257,1
1037,telephone,may,wed,229,2
1038,telephone,may,wed,154,2
1039,telephone,may,wed,278,6
1040,telephone,may,wed,306,5
1041,telephone,may,wed,114,2
1042,telephone,may,wed,24,2
1043,telephone,may,wed,79,8
1044,telephone,may,wed,169,2
1045,telephone,may,wed,332,2
1046,telephone,may,wed,263,6
1047,telephone,may,wed,353,3
1048,telephone,may,wed,108,6
1049,telephone,may,wed,441,2
1050,telephone,may,wed,46,3
1051,telephone,may,wed,266,2
1052,telephone,may,wed,222,4
1053,telephone,may,wed,1009,3
1054,telephone,may,wed,105,2
1055,telephone,may,wed,381,2
1056,telephone,may,wed,228,3
1057,telephone,may,wed,128,2
1058,telephone,may,wed,550,3
1059,telephone,may,wed,764,3
1060,telephone,may,wed,113,3
1061,telephone,may,wed,396,4
1062,telephone,may,wed,42,2
1063,telephone,may,wed,234,4
1064,telephone,may,wed,50,2
1065,telephone,may,wed,110,2
1066,telephone,may,wed,274,4
1067,telephone,may,wed,191,4
1068,telephone,may,wed,305,3
1069,telephone,may,wed,134,2
1070,telephone,may,wed,112,4
1071,telephone,may,wed,217,2
1072,telephone,may,wed,283,3
1073,telephone,may,wed,353,4
1074,telephone,may,wed,212,2
1075,telephone,may,wed,225,2
1076,telephone,may,wed,283,1
1077,telephone,may,wed,1273,1
1078,telephone,may,wed,1574,2
1079,telephone,may,wed,139,3
1080,telephone,may,wed,62,5
1081,telephone,may,wed,256,3
1082,telephone,may,wed,245,2
1083,telephone,may,wed,161,2
1084,telephone,may,wed,245,3
1085,telephone,may,wed,89,3
1086,telephone,may,wed,591,3
1087,telephone,may,wed,113,2
1088,telephone,may,wed,517,3
1089,telephone,may,wed,193,3
1090,telephone,may,wed,231,2
1091,telephone,may,wed,348,3
1092,telephone,may,wed,299,2
1093,telephone,may,wed,103,4
1094,telephone,may,wed,253,8
1095,telephone,may,wed,73,2
1096,telephone,may,wed,164,5
1097,telephone,may,wed,244,7
1098,telephone,may,wed,191,2
1099,telephone,may,wed,157,6
1100,telephone,may,wed,548,2
1101,telephone,may,wed,114,3
1102,telephone,may,wed,126,5
1103,telephone,may,wed,161,3
1104,telephone,may,wed,333,1
1105,telephone,may,wed,155,1
1106,telephone,may,wed,152,3
1107,telephone,may,wed,145,1
1108,telephone,may,wed,66,3
1109,telephone,may,wed,123,2
1110,telephone,may,wed,74,1
1111,telephone,may,wed,248,3
1112,telephone,may,wed,275,2
1113,telephone,may,wed,984,1
1114,telephone,may,wed,1689,4
1115,telephone,may,wed,84,2
1116,telephone,may,wed,27,3
1117,telephone,may,wed,130,4
1118,telephone,may,wed,489,2
1119,telephone,may,wed,41,3
1120,telephone,may,wed,159,3
1121,telephone,may,wed,276,4
1122,telephone,may,wed,196,2
1123,telephone,may,wed,81,2
1124,telephone,may,wed,865,2
1125,telephone,may,wed,149,1
1126,telephone,may,wed,281,2
1127,telephone,may,wed,122,5
1128,telephone,may,wed,361,2
1129,telephone,may,wed,944,3
1130,telephone,may,wed,319,3
1131,telephone,may,wed,35,3
1132,telephone,may,wed,143,2
1133,telephone,may,wed,22,2
1134,telephone,may,wed,90,2
1135,telephone,may,wed,505,2
1136,telephone,may,wed,17,2
1137,telephone,may,wed,404,5
1138,telephone,may,wed,238,2
1139,telephone,may,wed,71,4
1140,telephone,may,wed,309,2
1141,telephone,may,wed,408,3
1142,telephone,may,wed,157,3
1143,telephone,may,wed,280,3
1144,telephone,may,wed,374,2
1145,telephone,may,wed,365,4
1146,telephone,may,thu,177,3
1147,telephone,may,thu,238,3
1148,telephone,may,thu,31,2
1149,telephone,may,thu,425,6
1150,telephone,may,thu,77,2
1151,telephone,may,thu,223,2
1152,telephone,may,thu,239,2
1153,telephone,may,thu,116,2
1154,telephone,may,thu,308,3
1155,telephone,may,thu,137,2
1156,telephone,may,thu,162,2
1157,telephone,may,thu,134,1
1158,telephone,may,thu,175,5
1159,telephone,may,thu,125,3
1160,telephone,may,thu,211,3
1161,telephone,may,thu,180,1
1162,telephone,may,thu,67,1
1163,telephone,may,thu,196,1
1164,telephone,may,thu,342,1
1165,telephone,may,thu,156,1
1166,telephone,may,thu,813,1
1167,telephone,may,thu,178,1
1168,telephone,may,thu,142,1
1169,telephone,may,thu,194,1
1170,telephone,may,thu,132,1
1171,telephone,may,thu,110,1
1172,telephone,may,thu,109,1
1173,telephone,may,thu,94,1
1174,telephone,may,thu,31,1
1175,telephone,may,thu,220,1
1176,telephone,may,thu,489,1
1177,telephone,may,thu,180,1
1178,telephone,may,thu,314,1
1179,telephone,may,thu,203,1
1180,telephone,may,thu,328,2
1181,telephone,may,thu,207,1
1182,telephone,may,thu,193,1
1183,telephone,may,thu,177,2
1184,telephone,may,thu,528,1
1185,telephone,may,thu,183,1
1186,telephone,may,thu,238,1
1187,telephone,may,thu,61,1
1188,telephone,may,thu,70,1
1189,telephone,may,thu,541,3
1190,telephone,may,thu,41,1
1191,telephone,may,thu,93,1
1192,telephone,may,thu,149,1
1193,telephone,may,thu,35,1
1194,telephone,may,thu,262,1
1195,telephone,may,thu,151,1
1196,telephone,may,thu,135,2
1197,telephone,may,thu,221,1
1198,telephone,may,thu,604,1
1199,telephone,may,thu,86,1
1200,telephone,may,thu,65,1
1201,telephone,may,thu,380,3
1202,telephone,may,thu,11,1
1203,telephone,may,thu,184,2
1204,telephone,may,thu,405,1
1205,telephone,may,thu,20,1
1206,telephone,may,thu,202,1
1207,telephone,may,thu,235,1
1208,telephone,may,thu,75,1
1209,telephone,may,thu,134,1
1210,telephone,may,thu,255,1
1211,telephone,may,thu,462,1
1212,telephone,may,thu,80,1
1213,telephone,may,thu,56,1
1214,telephone,may,thu,418,1
1215,telephone,may,thu,139,2
1216,telephone,may,thu,96,2
1217,telephone,may,thu,39,1
1218,telephone,may,thu,231,2
1219,telephone,may,thu,66,2
1220,telephone,may,thu,204,1
1221,telephone,may,thu,159,1
1222,telephone,may,thu,129,2
1223,telephone,may,thu,200,1
1224,telephone,may,thu,187,3
1225,telephone,may,thu,166,1
1226,telephone,may,thu,144,1
1227,telephone,may,thu,323,1
1228,telephone,may,thu,194,1
1229,telephone,may,thu,82,1
1230,telephone,may,thu,521,7
1231,telephone,may,thu,269,1
1232,telephone,may,thu,285,1
1233,telephone,may,thu,1119,1
1234,telephone,may,thu,294,1
1235,telephone,may,thu,106,1
1236,telephone,may,thu,158,1
1237,telephone,may,thu,152,1
1238,telephone,may,thu,12,2
1239,telephone,may,thu,187,1
1240,telephone,may,thu,268,1
1241,telephone,may,thu,193,1
1242,telephone,may,thu,95,1
1243,telephone,may,thu,60,1
1244,telephone,may,thu,206,1
1245,telephone,may,thu,155,1
1246,telephone,may,thu,216,1
1247,telephone,may,thu,103,3
1248,telephone,may,thu,107,1
1249,telephone,may,thu,219,1
1250,telephone,may,thu,147,1
1251,telephone,may,thu,190,1
1252,telephone,may,thu,339,2
1253,telephone,may,thu,198,1
1254,telephone,may,thu,141,1
1255,telephone,may,thu,255,1
1256,telephone,may,thu,1120,2
1257,telephone,may,thu,369,1
1258,telephone,may,thu,226,1
1259,telephone,may,thu,215,1
1260,telephone,may,thu,306,1
1261,telephone,may,thu,249,1
1262,telephone,may,thu,143,1
1263,telephone,may,thu,162,1
1264,telephone,may,thu,81,1
1265,telephone,may,thu,124,1
1266,telephone,may,thu,124,1
1267,telephone,may,thu,33,4
1268,telephone,may,thu,393,1
1269,telephone,may,thu,784,1
1270,telephone,may,thu,87,2
1271,telephone,may,thu,108,2
1272,telephone,may,thu,207,1
1273,telephone,may,thu,278,2
1274,telephone,may,thu,196,1
1275,telephone,may,thu,149,1
1276,telephone,may,thu,154,1
1277,telephone,may,thu,287,2
1278,telephone,may,thu,229,1
1279,telephone,may,thu,21,1
1280,telephone,may,thu,191,1
1281,telephone,may,thu,147,1
1282,telephone,may,thu,93,1
1283,telephone,may,thu,665,1
1284,telephone,may,thu,131,1
1285,telephone,may,thu,160,1
1286,telephone,may,thu,74,1
1287,telephone,may,thu,60,1
1288,telephone,may,thu,97,2
1289,telephone,may,thu,82,1
1290,telephone,may,thu,475,1
1291,telephone,may,thu,111,1
1292,telephone,may,thu,140,1
1293,telephone,may,thu,110,1
1294,telephone,may,thu,64,1
1295,telephone,may,thu,149,1
1296,telephone,may,thu,156,1
1297,telephone,may,thu,63,3
1298,telephone,may,thu,362,1
1299,telephone,may,thu,712,1
1300,telephone,may,thu,338,2
1301,telephone,may,thu,102,2
1302,telephone,may,thu,446,1
1303,telephone,may,thu,249,2
1304,telephone,may,thu,176,1
1305,telephone,may,thu,1007,1
1306,telephone,may,thu,266,1
1307,telephone,may,thu,172,1
1308,telephone,may,thu,175,1
1309,telephone,may,thu,211,2
1310,telephone,may,thu,237,1
1311,telephone,may,thu,500,1
1312,telephone,may,thu,186,1
1313,telephone,may,thu,96,1
1314,telephone,may,thu,98,1
1315,telephone,may,thu,364,4
1316,telephone,may,thu,477,1
1317,telephone,may,thu,319,1
1318,telephone,may,thu,789,1
1319,telephone,may,thu,513,1
1320,telephone,may,thu,280,2
1321,telephone,may,thu,170,1
1322,telephone,may,thu,365,1
1323,telephone,may,thu,63,2
1324,telephone,may,thu,159,4
1325,telephone,may,thu,177,2
1326,telephone,may,thu,108,3
1327,telephone,may,thu,194,3
1328,telephone,may,thu,366,2
1329,telephone,may,thu,213,1
1330,telephone,may,thu,166,1
1331,telephone,may,thu,141,1
1332,telephone,may,thu,168,2
1333,telephone,may,thu,468,1
1334,telephone,may,thu,180,1
1335,telephone,may,thu,195,1
1336,telephone,may,thu,352,3
1337,telephone,may,thu,91,1
1338,telephone,may,thu,93,2
1339,telephone,may,thu,288,1
1340,telephone,may,thu,218,2
1341,telephone,may,thu,289,1
1342,telephone,may,thu,130,3
1343,telephone,may,thu,208,1
1344,telephone,may,thu,177,1
1345,telephone,may,thu,442,2
1346,telephone,may,thu,101,1
1347,telephone,may,thu,166,1
1348,telephone,may,thu,756,1
1349,telephone,may,thu,342,1
1350,telephone,may,thu,189,1
1351,telephone,may,thu,108,1
1352,telephone,may,thu,178,2
1353,telephone,may,thu,238,1
1354,telephone,may,thu,226,1
1355,telephone,may,thu,136,1
1356,telephone,may,thu,14,1
1357,telephone,may,thu,250,1
1358,telephone,may,thu,161,1
1359,telephone,may,thu,269,3
1360,telephone,may,thu,491,1
1361,telephone,may,thu,44,1
1362,telephone,may,thu,26,1
1363,telephone,may,thu,22,1
1364,telephone,may,thu,293,2
1365,telephone,may,thu,989,1
1366,telephone,may,thu,147,5
1367,telephone,may,thu,1170,1
1368,telephone,may,thu,807,2
1369,telephone,may,thu,347,2
1370,telephone,may,thu,58,2
1371,telephone,may,thu,534,2
1372,telephone,may,thu,155,2
1373,telephone,may,thu,159,2
1374,telephone,may,thu,343,2
1375,telephone,may,thu,152,2
1376,telephone,may,thu,461,3
1377,telephone,may,thu,389,2
1378,telephone,may,thu,90,2
1379,telephone,may,thu,314,3
1380,telephone,may,thu,28,3
1381,telephone,may,thu,30,2
1382,telephone,may,thu,103,4
1383,telephone,may,thu,32,2
1384,telephone,may,thu,252,2
1385,telephone,may,thu,20,2
1386,telephone,may,thu,369,2
1387,telephone,may,thu,116,1
1388,telephone,may,thu,302,2
1389,telephone,may,thu,31,1
1390,telephone,may,thu,190,1
1391,telephone,may,thu,149,1
1392,telephone,may,thu,210,1
1393,telephone,may,thu,180,2
1394,telephone,may,thu,234,1
1395,telephone,may,thu,92,1
1396,telephone,may,thu,2087,2
1397,telephone,may,thu,102,1
1398,telephone,may,thu,193,1
1399,telephone,may,thu,245,1
1400,telephone,may,thu,190,1
1401,telephone,may,thu,223,2
1402,telephone,may,thu,42,1
1403,telephone,may,thu,206,2
1404,telephone,may,thu,242,2
1405,telephone,may,thu,66,2
1406,telephone,may,thu,173,2
1407,telephone,may,thu,477,2
1408,telephone,may,thu,77,1
1409,telephone,may,thu,219,2
1410,telephone,may,thu,205,2
1411,telephone,may,thu,376,2
1412,telephone,may,thu,453,2
1413,telephone,may,thu,151,2
1414,telephone,may,thu,767,5
1415,telephone,may,thu,200,2
1416,telephone,may,thu,298,5
1417,telephone,may,thu,305,2
1418,telephone,may,thu,627,3
1419,telephone,may,thu,242,1
1420,telephone,may,thu,287,1
1421,telephone,may,thu,184,1
1422,telephone,may,thu,119,2
1423,telephone,may,thu,403,2
1424,telephone,may,thu,626,6
1425,telephone,may,thu,12,1
1426,telephone,may,thu,266,1
1427,telephone,may,thu,23,4
1428,telephone,may,thu,154,2
1429,telephone,may,thu,10,7
1430,telephone,may,thu,301,2
1431,telephone,may,thu,240,3
1432,telephone,may,thu,312,3
1433,telephone,may,thu,224,2
1434,telephone,may,thu,202,2
1435,telephone,may,thu,144,3
1436,telephone,may,thu,263,2
1437,telephone,may,thu,543,3
1438,telephone,may,thu,257,2
1439,telephone,may,thu,237,2
1440,telephone,may,thu,23,5
1441,telephone,may,thu,209,3
1442,telephone,may,thu,1178,2
1443,telephone,may,thu,442,2
1444,telephone,may,thu,1120,2
1445,telephone,may,thu,186,2
1446,telephone,may,thu,318,2
1447,telephone,may,thu,617,2
1448,telephone,may,thu,226,1
1449,telephone,may,thu,275,1
1450,telephone,may,thu,81,2
1451,telephone,may,thu,74,7
1452,telephone,may,thu,285,1
1453,telephone,may,thu,261,5
1454,telephone,may,thu,151,2
1455,telephone,may,thu,422,2
1456,telephone,may,thu,159,2
1457,telephone,may,thu,102,2
1458,telephone,may,thu,78,3
1459,telephone,may,thu,15,1
1460,telephone,may,thu,352,2
1461,telephone,may,thu,345,2
1462,telephone,may,thu,230,4
1463,telephone,may,thu,296,1
1464,telephone,may,thu,185,2
1465,telephone,may,thu,181,2
1466,telephone,may,thu,133,2
1467,telephone,may,thu,335,9
1468,telephone,may,thu,139,1
1469,telephone,may,thu,163,2
1470,telephone,may,thu,956,2
1471,telephone,may,thu,166,2
1472,telephone,may,thu,95,2
1473,telephone,may,thu,71,2
1474,telephone,may,thu,191,2
1475,telephone,may,thu,459,2
1476,telephone,may,thu,100,5
1477,telephone,may,thu,233,2
1478,telephone,may,thu,255,6
1479,telephone,may,thu,128,2
1480,telephone,may,thu,56,2
1481,telephone,may,thu,4,3
1482,telephone,may,thu,43,2
1483,telephone,may,thu,210,2
1484,telephone,may,thu,21,9
1485,telephone,may,thu,67,2
1486,telephone,may,thu,219,4
1487,telephone,may,thu,169,2
1488,telephone,may,thu,248,3
1489,telephone,may,thu,223,2
1490,telephone,may,thu,92,3
1491,telephone,may,thu,112,3
1492,telephone,may,thu,205,4
1493,telephone,may,thu,155,2
1494,telephone,may,thu,105,2
1495,telephone,may,thu,112,2
1496,telephone,may,thu,383,3
1497,telephone,may,thu,193,2
1498,telephone,may,thu,207,2
1499,telephone,may,thu,132,2
1500,telephone,may,thu,10,2
1501,telephone,may,thu,985,2
1502,telephone,may,thu,249,5
1503,telephone,may,thu,122,2
1504,telephone,may,thu,300,2
1505,telephone,may,thu,672,3
1506,telephone,may,thu,390,3
1507,telephone,may,thu,116,2
1508,telephone,may,thu,21,3
1509,telephone,may,thu,192,2
1510,telephone,may,thu,8,2
1511,telephone,may,thu,13,2
1512,telephone,may,thu,369,2
1513,telephone,may,thu,393,2
1514,telephone,may,thu,246,3
1515,telephone,may,thu,330,3
1516,telephone,may,thu,91,3
1517,telephone,may,thu,84,2
1518,telephone,may,thu,277,3
1519,telephone,may,thu,399,4
1520,telephone,may,thu,89,4
1521,telephone,may,thu,297,2
1522,telephone,may,thu,111,3
1523,telephone,may,thu,170,2
1524,telephone,may,thu,141,2
1525,telephone,may,thu,886,2
1526,telephone,may,thu,49,4
1527,telephone,may,thu,89,7
1528,telephone,may,thu,341,2
1529,telephone,may,thu,461,3
1530,telephone,may,thu,515,3
1531,telephone,may,thu,123,2
1532,telephone,may,thu,179,5
1533,telephone,may,thu,102,4
1534,telephone,may,thu,272,4
1535,telephone,may,thu,17,3
1536,telephone,may,thu,291,2
1537,telephone,may,thu,209,3
1538,telephone,may,thu,1187,2
1539,telephone,may,thu,89,5
1540,telephone,may,thu,123,2
1541,telephone,may,thu,200,2
1542,telephone,may,thu,104,3
1543,telephone,may,thu,117,3
1544,telephone,may,thu,37,3
1545,telephone,may,thu,51,3
1546,telephone,may,thu,627,4
1547,telephone,may,thu,466,2
1548,telephone,may,thu,101,2
1549,telephone,may,thu,303,3
1550,telephone,may,thu,283,3
1551,telephone,may,thu,826,3
1552,telephone,may,thu,598,3
1553,telephone,may,thu,120,5
1554,telephone,may,thu,185,7
1555,telephone,may,thu,220,2
1556,telephone,may,thu,423,2
1557,telephone,may,thu,337,4
1558,telephone,may,thu,99,3
1559,telephone,may,thu,27,3
1560,telephone,may,thu,160,3
1561,telephone,may,thu,201,2
1562,telephone,may,thu,166,3
1563,telephone,may,thu,182,1
1564,telephone,may,thu,271,5
1565,telephone,may,thu,103,3
1566,telephone,may,thu,379,4
1567,telephone,may,thu,287,4
1568,telephone,may,thu,732,2
1569,telephone,may,thu,126,3
1570,telephone,may,thu,172,4
1571,telephone,may,thu,43,2
1572,telephone,may,thu,109,4
1573,telephone,may,thu,191,2
1574,telephone,may,thu,117,2
1575,telephone,may,thu,64,1
1576,telephone,may,thu,260,5
1577,telephone,may,thu,207,3
1578,telephone,may,thu,128,3
1579,telephone,may,fri,180,2
1580,telephone,may,fri,144,2
1581,telephone,may,fri,110,4
1582,telephone,may,fri,203,4
1583,telephone,may,fri,85,2
1584,telephone,may,fri,211,2
1585,telephone,may,fri,94,2
1586,telephone,may,fri,122,4
1587,telephone,may,fri,175,5
1588,telephone,may,fri,132,5
1589,telephone,may,fri,130,2
1590,telephone,may,fri,208,2
1591,telephone,may,fri,346,4
1592,telephone,may,fri,205,1
1593,telephone,may,fri,218,1
1594,telephone,may,fri,62,1
1595,telephone,may,fri,93,5
1596,telephone,may,fri,85,2
